# BUSCO version is: 3.0.2 
# The lineage dataset is: eukaryota_odb9 (Creation date: 2016-11-02, number of species: 100, number of BUSCOs: 303)
# To reproduce this run: python /ysm-gpfs/apps/software/BUSCO/3.0.2-foss-2016b-Python-2.7.13/bin/run_BUSCO.py -i animal_root.fa -o animal_root_eukaryota_busco -l /ysm-gpfs/apps/software/BUSCO/3.0.2-foss-2016b-Python-2.7.13/datasets/eukaryota_odb9/ -m proteins -c 25 -t /tmp/
#
# Busco id	Status	Sequence	Score	Length
EOG0937004M	Missing
EOG0937017X	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Homo_sapiens:9606:V2META10252-2-1-42-Calc_Hmm10-BMGE05	206.5	821
EOG0937017X	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Lampea_pancerina:1532213:V2META10252-2-1-42-Calc_Hmm10-BMGE05	191.3	851
EOG0937017X	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Leucosolenia_complicata:433461:V2META10252-2-1-42-Calc_Hmm10-BMGE05	180.7	776
EOG0937017X	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Pleurobrachia:34498:V2META10252-2-1-42-Calc_Hmm10-BMGE05	184.5	851
EOG0937017X	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Vallicula_multiformis:140489:V2META10252-2-1-42-Calc_Hmm10-BMGE05	185.2	851
EOG0937018Z	Duplicated	Ryan2013:genome.opisthokonta:Branchiostoma_floridae:7739:gene117	1464.6	883
EOG0937018Z	Duplicated	Ryan2013:genome.opisthokonta:Capitella_teleta:283909:gene117	1422.9	885
EOG0937018Z	Duplicated	Ryan2013:genome.opisthokonta:Drosophila_melanogaster:7227:gene117	1369.3	885
EOG0937018Z	Duplicated	Ryan2013:genome.opisthokonta:Helobdella_robusta:6412:gene117	1443.6	890
EOG0937018Z	Duplicated	Ryan2013:genome.opisthokonta:Homo_sapiens:9606:gene117	1489.0	886
EOG0937018Z	Duplicated	Ryan2013:genome.opisthokonta:Lottia_gigantea:225164:gene117	1448.8	886
EOG0937018Z	Duplicated	Ryan2013:genome.opisthokonta:Mnemiopsis_leidyi:27923:gene117	1353.2	884
EOG0937018Z	Duplicated	Ryan2013:genome.opisthokonta:Nematostella_vectensis:45351:gene117	1382.2	870
EOG0937018Z	Duplicated	Ryan2013:genome.opisthokonta:Strongylocentrotus_purpuratus:7668:gene117	1447.9	883
EOG0937018Z	Duplicated	Ryan2013:genome.opisthokonta:Trichoplax_adhaerens:10228:gene117	1330.3	882
EOG0937019B	Duplicated	Ryan2013:genome.opisthokonta:Amphimedon_queenslandica:400682:gene26	1381.3	878
EOG0937019B	Duplicated	Ryan2013:genome.opisthokonta:Caenorhabditis_elegans:6239:gene26	1449.6	900
EOG0937019B	Duplicated	Ryan2013:genome.opisthokonta:Capitella_teleta:283909:gene26	1517.1	895
EOG0937019B	Duplicated	Ryan2013:genome.opisthokonta:Capsaspora_owczarzaki:192875:gene26	1359.0	862
EOG0937019B	Duplicated	Ryan2013:genome.opisthokonta:Drosophila_melanogaster:7227:gene26	1525.3	858
EOG0937019B	Duplicated	Ryan2013:genome.opisthokonta:Helobdella_robusta:6412:gene26	1509.9	900
EOG0937019B	Duplicated	Ryan2013:genome.opisthokonta:Homo_sapiens:9606:gene26	1545.0	877
EOG0937019B	Duplicated	Ryan2013:genome.opisthokonta:Lottia_gigantea:225164:gene26	1530.9	919
EOG0937019B	Duplicated	Ryan2013:genome.opisthokonta:Monosiga_brevicollis:81824:gene26	1451.2	855
EOG0937019B	Duplicated	Ryan2013:genome.opisthokonta:Nematostella_vectensis:45351:gene26	1535.5	944
EOG0937019B	Duplicated	Ryan2013:genome.opisthokonta:Pristionchus_pacificus:na:gene26	1431.4	854
EOG0937019B	Duplicated	Ryan2013:genome.opisthokonta:Salpingoeca_rosetta:946362:gene26	1418.9	901
EOG0937019B	Duplicated	Ryan2013:genome.opisthokonta:Sphaeroforma_arctica:72019:gene26	1420.0	780
EOG0937019B	Duplicated	Ryan2013:genome.opisthokonta:Spizellomyces_punctatus:109760:gene26	1497.1	898
EOG0937019B	Duplicated	Ryan2013:genome.opisthokonta:Trichoplax_adhaerens:10228:gene26	1370.4	805
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Abeoforma_whisleri:749232:V2META11881-42-Calc_Hmm10-BMGE05	1367.7	851
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Acanthoeca_sp:81532:V2META11881-42-Calc_Hmm10-BMGE05	1493.1	855
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Acanthoeca_spectabilis:81533:V2META11881-42-Calc_Hmm10-BMGE05	1485.1	854
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Alatina_alata:1193083:V2META11881-42-Calc_Hmm10-BMGE05	1526.7	857
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Amphimedon_queenslandica:400682:V2META11881-42-Calc_Hmm10-BMGE05	1397.5	829
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Antipathes_caribbeana:934276:V2META11881-42-Calc_Hmm10-BMGE05	1481.1	866
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Aplysia_californica:6500:V2META11881-42-Calc_Hmm10-BMGE05	1532.1	871
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Aurelia_aurita:6145:V2META11881-42-Calc_Hmm10-BMGE05	1379.2	854
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Bolocera_tuediae:1163374:V2META11881-42-Calc_Hmm10-BMGE05	1535.0	860
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Branchiostoma_floridae:7739:V2META11881-42-Calc_Hmm10-BMGE05	1546.3	867
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Capitella_teleta:283909:V2META11881-42-Calc_Hmm10-BMGE05	1549.2	865
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Capsaspora_owczarzaki:192875:V2META11881-42-Calc_Hmm10-BMGE05	1385.3	848
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Choanoeca_perplexa:81531:V2META11881-42-Calc_Hmm10-BMGE05	1451.9	850
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Chondrilla_nucula:220712:V2META11881-42-Calc_Hmm10-BMGE05	1503.6	851
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Clytia_hemisphaerica:252671:V2META11881-42-Calc_Hmm10-BMGE05	1507.2	855
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Codosiga_hollandica:1742608:V2META11881-42-Calc_Hmm10-BMGE05	1441.7	851
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Coeloplana:140473:V2META11881-42-Calc_Hmm10-BMGE05	1504.3	831
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Corticium_candelabrum:121492:V2META11881-42-Calc_Hmm10-BMGE05	1460.6	866
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Craspedacusta_sowerbii:128124:V2META11881-42-Calc_Hmm10-BMGE05	1526.6	856
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Crassostrea_gigas:29159:V2META11881-42-Calc_Hmm10-BMGE05	1554.5	868
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Creolimax_fragrantissima:470921:V2META11881-42-Calc_Hmm10-BMGE05	1482.4	859
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Daphnia_pulex:6669:V2META11881-42-Calc_Hmm10-BMGE05	1541.2	865
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Diaphanoeca_grandis:28014:V2META11881-42-Calc_Hmm10-BMGE05	1494.5	842
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Didymoeca_costata:459534:V2META11881-42-Calc_Hmm10-BMGE05	1494.3	868
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Edwardsiella_lineata:132407:V2META11881-42-Calc_Hmm10-BMGE05	1533.3	867
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Ephydatia_muelleri:6052:V2META11881-42-Calc_Hmm10-BMGE05	1506.9	851
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Gorgonia_ventalina:204384:V2META11881-42-Calc_Hmm10-BMGE05	1543.0	866
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Grantia_compressa:196260:V2META11881-42-Calc_Hmm10-BMGE05	1508.0	853
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Helobdella_robusta:6412:V2META11881-42-Calc_Hmm10-BMGE05	1524.7	861
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Homo_sapiens:9606:V2META11881-42-Calc_Hmm10-BMGE05	1554.6	871
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Hydra_vulgaris_01:6087:V2META11881-42-Calc_Hmm10-BMGE05	1520.6	855
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Ixodes_scapularis:6945:V2META11881-42-Calc_Hmm10-BMGE05	1543.5	866
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Kirkpatrickia_variolosa:1631157:V2META11881-42-Calc_Hmm10-BMGE05	1394.5	801
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Lampea_pancerina:1532213:V2META11881-42-Calc_Hmm10-BMGE05	1456.3	865
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Latrunculia_apicalis:1325597:V2META11881-42-Calc_Hmm10-BMGE05	1387.9	807
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Leuconia_nivea:283886:V2META11881-42-Calc_Hmm10-BMGE05	1511.3	853
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Leucosolenia_complicata:433461:V2META11881-42-Calc_Hmm10-BMGE05	1503.1	855
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Mnemiopsis_leidyi:27923:V2META11881-42-Calc_Hmm10-BMGE05	1443.3	841
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Monosiga_brevicollis:81824:V2META11881-42-Calc_Hmm10-BMGE05	1462.1	851
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Mylnosiga_fluctuans:1928486:V2META11881-42-Calc_Hmm10-BMGE05	1450.7	836
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Nanomia_bijuga:168759:V2META11881-42-Calc_Hmm10-BMGE05	1518.4	850
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Nematostella_vectensis:45351:V2META11881-42-Calc_Hmm10-BMGE05	1541.3	866
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Orbicella_faveolata:48498:V2META11881-42-Calc_Hmm10-BMGE05	1541.7	866
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Oscarella:121493:V2META11881-42-Calc_Hmm10-BMGE05	1503.0	864
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Oscarella_carmela:386100:V2META11881-42-Calc_Hmm10-BMGE05	1501.5	851
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Pelagia_noctiluca:400838:V2META11881-42-Calc_Hmm10-BMGE05	1521.5	852
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Petrosia_ficiformis:68564:V2META11881-42-Calc_Hmm10-BMGE05	1484.5	852
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Plakina_jani:450361:V2META11881-42-Calc_Hmm10-BMGE05	1474.8	852
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Pleraplysilla_spinifera:119433:V2META11881-42-Calc_Hmm10-BMGE05	1503.8	857
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Pleurobrachia:34498:V2META11881-42-Calc_Hmm10-BMGE05	1496.8	866
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Plumapathes_pennacea:1350358:V2META11881-42-Calc_Hmm10-BMGE05	1540.6	854
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Rossella_fibulata:1076269:V2META11881-42-Calc_Hmm10-BMGE05	1426.3	850
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Saccoglossus_kowalevskii:10224:V2META11881-42-Calc_Hmm10-BMGE05	1548.1	867
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Salpingoeca_dolichothecata:1742605:V2META11881-42-Calc_Hmm10-BMGE05	1439.6	856
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Salpingoeca_helianthica:1928494:V2META11881-42-Calc_Hmm10-BMGE05	1390.2	834
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Salpingoeca_infusionum:86018:V2META11881-42-Calc_Hmm10-BMGE05	1451.9	851
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Salpingoeca_macrocollata:1924736:V2META11881-42-Calc_Hmm10-BMGE05	1410.6	841
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Salpingoeca_punica:1924735:V2META11881-42-Calc_Hmm10-BMGE05	1423.4	849
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Salpingoeca_qvevrii:nan:V2META11881-42-Calc_Hmm10-BMGE05	1479.3	856
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Salpingoeca_roanoka:nan:V2META11881-42-Calc_Hmm10-BMGE05	1427.1	854
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Salpingoeca_rosetta:946362:V2META11881-42-Calc_Hmm10-BMGE05	1434.9	852
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Salpingoeca_urceolata:473813:V2META11881-42-Calc_Hmm10-BMGE05	1492.0	845
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Sarcotragus_fasciculatus:1234657:V2META11881-42-Calc_Hmm10-BMGE05	1509.8	865
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Stephanoeca_diplocostata:81535:V2META11881-42-Calc_Hmm10-BMGE05	1449.5	856
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Stomolophus_meleagris:168796:V2META11881-42-Calc_Hmm10-BMGE05	1524.6	856
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Strongylocentrotus_purpuratus:7668:V2META11881-42-Calc_Hmm10-BMGE05	1492.1	867
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Sycon_ciliatum:27933:V2META11881-42-Calc_Hmm10-BMGE05	1510.2	853
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Sycon_coactum:1009717:V2META11881-42-Calc_Hmm10-BMGE05	1506.3	850
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Sympagella_nux:76350:V2META11881-42-Calc_Hmm10-BMGE05	1430.5	850
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Tribolium_castaneum:7070:V2META11881-42-Calc_Hmm10-BMGE05	1556.3	868
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Trichoplax_adhaerens:10228:V2META11881-42-Calc_Hmm10-BMGE05	1383.2	809
EOG0937019B	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Vallicula_multiformis:140489:V2META11881-42-Calc_Hmm10-BMGE05	1506.7	865
EOG093701EE	Duplicated	Moroz2014:ED3a:Branchiostoma:7737:0557	1040.3	777
EOG093701EE	Duplicated	Moroz2014:ED3a:Caenorhabditis:6237:0557	1067.5	783
EOG093701EE	Duplicated	Moroz2014:ED3a:Capitella:51293:0557	1096.1	783
EOG093701EE	Duplicated	Moroz2014:ED3a:Ciona:7718:0557	1029.3	783
EOG093701EE	Duplicated	Moroz2014:ED3a:Daphnia:6668:0557	1083.2	783
EOG093701EE	Duplicated	Moroz2014:ED3a:Drosophila:2081351:0557	1053.2	783
EOG093701EE	Duplicated	Moroz2014:ED3a:Homo:9605:0557	1106.6	783
EOG093701EE	Duplicated	Moroz2014:ED3a:Nematostella:45350:0557	1097.1	783
EOG093701EE	Duplicated	Moroz2014:ED3a:Saccharomyces_cerevisiae:4932:0557	991.9	784
EOG093701EE	Duplicated	Moroz2014:ED3a:Trichoplax:10227:0557	1080.1	784
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Alatina_alata:1193083:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1031.8	783
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Antipathes_caribbeana:934276:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1063.7	738
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Aplysia_californica:6500:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1084.8	741
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Branchiostoma_floridae:7739:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1063.6	742
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Capitella_teleta:283909:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1090.5	734
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Clytia_hemisphaerica:252671:V2META10402-2-2-42-Calc_Hmm10-BMGE05	941.9	653
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Coeloplana:140473:V2META10402-2-2-42-Calc_Hmm10-BMGE05	991.8	736
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Crassostrea_gigas:29159:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1088.8	741
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Daphnia_pulex:6669:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1083.0	717
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Edwardsiella_lineata:132407:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1025.8	764
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Exaiptasia_pallida:1720309:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1060.1	751
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Grantia_compressa:196260:V2META10402-2-2-42-Calc_Hmm10-BMGE05	996.9	707
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Helobdella_robusta:6412:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1070.7	709
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Homo_sapiens:9606:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1070.8	784
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Hydractinia_polyclina:589945:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1007.1	741
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Ixodes_scapularis:6945:V2META10402-2-2-42-Calc_Hmm10-BMGE05	951.2	657
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Lampea_pancerina:1532213:V2META10402-2-2-42-Calc_Hmm10-BMGE05	975.7	738
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Leucosolenia_complicata:433461:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1017.6	706
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Mnemiopsis_leidyi:27923:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1016.0	713
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Nanomia_bijuga:168759:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1043.5	714
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Nematostella_vectensis:45351:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1080.3	746
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Orbicella_faveolata:48498:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1072.1	791
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Oscarella:121493:V2META10402-2-2-42-Calc_Hmm10-BMGE05	990.0	735
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Plakina_jani:450361:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1063.2	740
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Pleurobrachia:34498:V2META10402-2-2-42-Calc_Hmm10-BMGE05	983.3	704
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Plumapathes_pennacea:1350358:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1040.7	745
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Porites_australiensis:51061:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1064.3	784
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Saccoglossus_kowalevskii:10224:V2META10402-2-2-42-Calc_Hmm10-BMGE05	948.4	653
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Stomolophus_meleagris:168796:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1049.7	728
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Strongylocentrotus_purpuratus:7668:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1025.0	703
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Sycon_ciliatum:27933:V2META10402-2-2-42-Calc_Hmm10-BMGE05	993.8	739
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Sycon_coactum:1009717:V2META10402-2-2-42-Calc_Hmm10-BMGE05	976.4	686
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Tribolium_castaneum:7070:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1088.0	741
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Trichoplax_adhaerens:10228:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1066.0	710
EOG093701EE	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Vallicula_multiformis:140489:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1012.9	706
