# BUSCO version is: 3.0.2 
# The lineage dataset is: metazoa_odb9 (Creation date: 2016-02-13, number of species: 65, number of BUSCOs: 978)
# To reproduce this run: python /ysm-gpfs/apps/software/BUSCO/3.0.2-foss-2016b-Python-2.7.13/bin/run_BUSCO.py -i animal_root.fa -o animal_root_metazoa_busco -l /ysm-gpfs/apps/software/BUSCO/3.0.2-foss-2016b-Python-2.7.13/datasets/metazoa_odb9/ -m proteins -c 25 -t /tmp/
#
# Busco id	Status	Sequence	Score	Length
EOG091G00GQ	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Daphnia_pulex:6669:V2META11911-42-Calc_Hmm10-BMGE05	812.1	701
EOG091G00GQ	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Homo_sapiens:9606:V2META11911-42-Calc_Hmm10-BMGE05	901.1	720
EOG091G00GQ	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Hydra_vulgaris_01:6087:V2META11911-42-Calc_Hmm10-BMGE05	769.6	704
EOG091G00GQ	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Nematostella_vectensis:45351:V2META11911-42-Calc_Hmm10-BMGE05	787.2	722
EOG091G00GQ	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Orbicella_faveolata:48498:V2META11911-42-Calc_Hmm10-BMGE05	788.0	709
EOG091G00GQ	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Porites_australiensis:51061:V2META11911-42-Calc_Hmm10-BMGE05	785.7	707
EOG091G00GQ	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Strongylocentrotus_purpuratus:7668:V2META11911-42-Calc_Hmm10-BMGE05	853.5	722
EOG091G00GQ	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Tribolium_castaneum:7070:V2META11911-42-Calc_Hmm10-BMGE05	856.4	723
EOG091G00L0	Missing
EOG091G00MA	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Branchiostoma_floridae:7739:V2META12198-2-42-Calc_Hmm10-BMGE05	309.0	591
EOG091G00MA	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Exaiptasia_pallida:1720309:V2META12198-2-42-Calc_Hmm10-BMGE05	303.6	586
EOG091G00MA	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Homo_sapiens:9606:V2META12198-2-42-Calc_Hmm10-BMGE05	348.1	687
EOG091G00MA	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Nematostella_vectensis:45351:V2META12198-2-42-Calc_Hmm10-BMGE05	312.3	626
EOG091G00MA	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Orbicella_faveolata:48498:V2META12198-2-42-Calc_Hmm10-BMGE05	296.6	615
EOG091G00MI	Duplicated	Borowiec2015:Total1080:Acyrthosiphon_pisum:7029:OG20.fasta.aln_gene253	436.0	283
EOG091G00MI	Duplicated	Borowiec2015:Total1080:Anolis_carolinensis:28377:OG20.fasta.aln_gene253	433.0	252
EOG091G00MI	Duplicated	Borowiec2015:Total1080:Apis_mellifera:7460:OG20.fasta.aln_gene253	449.8	282
EOG091G00MI	Duplicated	Borowiec2015:Total1080:Bombus_terrestris:30195:OG20.fasta.aln_gene253	425.5	282
EOG091G00MI	Duplicated	Borowiec2015:Total1080:Capitella_teleta:283909:OG20.fasta.aln_gene253	408.9	282
EOG091G00MI	Duplicated	Borowiec2015:Total1080:Danaus_plexippus:13037:OG20.fasta.aln_gene253	400.6	259
EOG091G00MI	Duplicated	Borowiec2015:Total1080:Drosophila_melanogaster:7227:OG20.fasta.aln_gene253	427.8	282
EOG091G00MI	Duplicated	Borowiec2015:Total1080:Gasterosteus_aculeatus:69293:OG20.fasta.aln_gene253	450.3	281
EOG091G00MI	Duplicated	Borowiec2015:Total1080:Ixodes_scapularis:6945:OG20.fasta.aln_gene253	419.4	282
EOG091G00MI	Duplicated	Borowiec2015:Total1080:Latimeria_chalumnae:7897:OG20.fasta.aln_gene253	447.6	281
EOG091G00MI	Duplicated	Borowiec2015:Total1080:Lottia_gigantea:225164:OG20.fasta.aln_gene253	423.6	283
EOG091G00MI	Duplicated	Borowiec2015:Total1080:Nematostella_vectensis:45351:OG20.fasta.aln_gene253	399.1	241
EOG091G00MI	Duplicated	Borowiec2015:Total1080:Saccoglossus_kowalevskii:10224:OG20.fasta.aln_gene253	431.1	282
EOG091G00MI	Duplicated	Borowiec2015:Total1080:Strigamia_maritima:126957:OG20.fasta.aln_gene253	429.2	281
EOG091G00MI	Duplicated	Borowiec2015:Total1080:Strongylocentrotus_purpuratus:7668:OG20.fasta.aln_gene253	393.4	281
EOG091G00MI	Duplicated	Borowiec2015:Total1080:Tribolium_castaneum:7070:OG20.fasta.aln_gene253	448.5	281
EOG091G00MI	Duplicated	Borowiec2015:Total1080:Trichoplax_adhaerens:10228:OG20.fasta.aln_gene253	399.2	279
EOG091G00MI	Duplicated	Borowiec2015:Total1080:Xenopus_tropicalis:8364:OG20.fasta.aln_gene253	432.2	281
EOG091G00Q0	Duplicated	Ryan2013:genome.opisthokonta:Amphimedon_queenslandica:400682:gene26	1625.6	888
EOG091G00Q0	Duplicated	Ryan2013:genome.opisthokonta:Caenorhabditis_elegans:6239:gene26	1637.2	928
EOG091G00Q0	Duplicated	Ryan2013:genome.opisthokonta:Capitella_teleta:283909:gene26	1808.1	911
EOG091G00Q0	Duplicated	Ryan2013:genome.opisthokonta:Drosophila_melanogaster:7227:gene26	1839.7	911
EOG091G00Q0	Duplicated	Ryan2013:genome.opisthokonta:Helobdella_robusta:6412:gene26	1802.3	893
EOG091G00Q0	Duplicated	Ryan2013:genome.opisthokonta:Homo_sapiens:9606:gene26	1861.7	894
EOG091G00Q0	Duplicated	Ryan2013:genome.opisthokonta:Lottia_gigantea:225164:gene26	1823.5	908
EOG091G00Q0	Duplicated	Ryan2013:genome.opisthokonta:Monosiga_brevicollis:81824:gene26	1627.6	896
EOG091G00Q0	Duplicated	Ryan2013:genome.opisthokonta:Nematostella_vectensis:45351:gene26	1809.4	912
EOG091G00Q0	Duplicated	Ryan2013:genome.opisthokonta:Pristionchus_pacificus:na:gene26	1615.7	902
EOG091G00Q0	Duplicated	Ryan2013:genome.opisthokonta:Salpingoeca_rosetta:946362:gene26	1584.2	889
EOG091G00Q0	Duplicated	Ryan2013:genome.opisthokonta:Spizellomyces_punctatus:109760:gene26	1685.4	903
EOG091G00Q0	Duplicated	Ryan2013:genome.opisthokonta:Trichoplax_adhaerens:10228:gene26	1631.3	847
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Acanthoeca_sp:81532:V2META11881-42-Calc_Hmm10-BMGE05	1625.3	892
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Acanthoeca_spectabilis:81533:V2META11881-42-Calc_Hmm10-BMGE05	1607.4	877
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Alatina_alata:1193083:V2META11881-42-Calc_Hmm10-BMGE05	1763.5	878
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Amphimedon_queenslandica:400682:V2META11881-42-Calc_Hmm10-BMGE05	1595.6	851
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Antipathes_caribbeana:934276:V2META11881-42-Calc_Hmm10-BMGE05	1750.2	882
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Aplysia_californica:6500:V2META11881-42-Calc_Hmm10-BMGE05	1761.8	912
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Bolocera_tuediae:1163374:V2META11881-42-Calc_Hmm10-BMGE05	1769.3	857
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Branchiostoma_floridae:7739:V2META11881-42-Calc_Hmm10-BMGE05	1802.0	906
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Capitella_teleta:283909:V2META11881-42-Calc_Hmm10-BMGE05	1787.4	910
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Choanoeca_perplexa:81531:V2META11881-42-Calc_Hmm10-BMGE05	1601.5	879
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Chondrilla_nucula:220712:V2META11881-42-Calc_Hmm10-BMGE05	1673.3	853
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Clytia_hemisphaerica:252671:V2META11881-42-Calc_Hmm10-BMGE05	1721.6	882
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Coeloplana:140473:V2META11881-42-Calc_Hmm10-BMGE05	1708.2	839
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Corticium_candelabrum:121492:V2META11881-42-Calc_Hmm10-BMGE05	1678.0	857
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Craspedacusta_sowerbii:128124:V2META11881-42-Calc_Hmm10-BMGE05	1744.3	872
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Crassostrea_gigas:29159:V2META11881-42-Calc_Hmm10-BMGE05	1810.8	887
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Creolimax_fragrantissima:470921:V2META11881-42-Calc_Hmm10-BMGE05	1632.6	869
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Daphnia_pulex:6669:V2META11881-42-Calc_Hmm10-BMGE05	1789.3	865
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Diaphanoeca_grandis:28014:V2META11881-42-Calc_Hmm10-BMGE05	1626.3	842
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Didymoeca_costata:459534:V2META11881-42-Calc_Hmm10-BMGE05	1637.5	883
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Edwardsiella_lineata:132407:V2META11881-42-Calc_Hmm10-BMGE05	1764.6	887
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Ephydatia_muelleri:6052:V2META11881-42-Calc_Hmm10-BMGE05	1716.9	879
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Gorgonia_ventalina:204384:V2META11881-42-Calc_Hmm10-BMGE05	1773.1	876
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Grantia_compressa:196260:V2META11881-42-Calc_Hmm10-BMGE05	1706.7	856
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Helobdella_robusta:6412:V2META11881-42-Calc_Hmm10-BMGE05	1749.8	887
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Homo_sapiens:9606:V2META11881-42-Calc_Hmm10-BMGE05	1830.7	912
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Hydra_vulgaris_01:6087:V2META11881-42-Calc_Hmm10-BMGE05	1742.9	880
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Ixodes_scapularis:6945:V2META11881-42-Calc_Hmm10-BMGE05	1784.5	923
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Lampea_pancerina:1532213:V2META11881-42-Calc_Hmm10-BMGE05	1658.8	865
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Leuconia_nivea:283886:V2META11881-42-Calc_Hmm10-BMGE05	1723.5	855
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Leucosolenia_complicata:433461:V2META11881-42-Calc_Hmm10-BMGE05	1716.9	875
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Mnemiopsis_leidyi:27923:V2META11881-42-Calc_Hmm10-BMGE05	1599.5	833
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Monosiga_brevicollis:81824:V2META11881-42-Calc_Hmm10-BMGE05	1603.3	841
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Nanomia_bijuga:168759:V2META11881-42-Calc_Hmm10-BMGE05	1730.7	889
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Nematostella_vectensis:45351:V2META11881-42-Calc_Hmm10-BMGE05	1775.3	889
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Orbicella_faveolata:48498:V2META11881-42-Calc_Hmm10-BMGE05	1777.4	894
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Oscarella:121493:V2META11881-42-Calc_Hmm10-BMGE05	1720.3	858
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Oscarella_carmela:386100:V2META11881-42-Calc_Hmm10-BMGE05	1708.1	858
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Pelagia_noctiluca:400838:V2META11881-42-Calc_Hmm10-BMGE05	1732.8	876
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Petrosia_ficiformis:68564:V2META11881-42-Calc_Hmm10-BMGE05	1706.8	877
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Plakina_jani:450361:V2META11881-42-Calc_Hmm10-BMGE05	1700.7	834
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Pleraplysilla_spinifera:119433:V2META11881-42-Calc_Hmm10-BMGE05	1710.3	866
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Pleurobrachia:34498:V2META11881-42-Calc_Hmm10-BMGE05	1717.6	870
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Plumapathes_pennacea:1350358:V2META11881-42-Calc_Hmm10-BMGE05	1769.0	901
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Saccoglossus_kowalevskii:10224:V2META11881-42-Calc_Hmm10-BMGE05	1797.6	890
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Salpingoeca_dolichothecata:1742605:V2META11881-42-Calc_Hmm10-BMGE05	1584.9	882
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Salpingoeca_qvevrii:nan:V2META11881-42-Calc_Hmm10-BMGE05	1605.6	845
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Salpingoeca_urceolata:473813:V2META11881-42-Calc_Hmm10-BMGE05	1624.9	834
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Sarcotragus_fasciculatus:1234657:V2META11881-42-Calc_Hmm10-BMGE05	1718.8	880
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Stephanoeca_diplocostata:81535:V2META11881-42-Calc_Hmm10-BMGE05	1586.0	865
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Stomolophus_meleagris:168796:V2META11881-42-Calc_Hmm10-BMGE05	1753.0	878
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Strongylocentrotus_purpuratus:7668:V2META11881-42-Calc_Hmm10-BMGE05	1725.5	912
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Sycon_ciliatum:27933:V2META11881-42-Calc_Hmm10-BMGE05	1724.5	866
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Sycon_coactum:1009717:V2META11881-42-Calc_Hmm10-BMGE05	1711.8	858
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Sympagella_nux:76350:V2META11881-42-Calc_Hmm10-BMGE05	1587.2	835
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Tribolium_castaneum:7070:V2META11881-42-Calc_Hmm10-BMGE05	1825.4	910
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Trichoplax_adhaerens:10228:V2META11881-42-Calc_Hmm10-BMGE05	1587.6	823
EOG091G00Q0	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Vallicula_multiformis:140489:V2META11881-42-Calc_Hmm10-BMGE05	1719.7	868
EOG091G00QT	Duplicated	Whelan2015:Dataset1_FullData:Capitella_teleta:283909:Gene_0884	845.5	929
EOG091G00QT	Duplicated	Whelan2015:Dataset1_FullData:Danio_rerio:7955:Gene_0884	903.8	920
EOG091G00QT	Duplicated	Whelan2015:Dataset1_FullData:Drosophila_melanogaster:7227:Gene_0884	790.7	931
EOG091G00QT	Duplicated	Whelan2015:Dataset1_FullData:Hemithiris_psittacea:763142:Gene_0884	804.3	946
EOG091G00QT	Duplicated	Whelan2015:Dataset1_FullData:Homo_sapiens:9606:Gene_0884	901.1	958
EOG091G00QT	Duplicated	Whelan2015:Dataset1_FullData:Lottia_gigantea:225164:Gene_0884	840.0	954
EOG091G00QT	Duplicated	Whelan2015:Dataset1_FullData:Nematostella_vectensis:45351:Gene_0884	829.2	926
EOG091G00UD	Duplicated	Moroz2014:ED3a:Branchiostoma:7737:0557	1218.5	771
EOG091G00UD	Duplicated	Moroz2014:ED3a:Caenorhabditis:6237:0557	1144.0	808
EOG091G00UD	Duplicated	Moroz2014:ED3a:Capitella:51293:0557	1265.5	808
EOG091G00UD	Duplicated	Moroz2014:ED3a:Ciona:7718:0557	1178.7	808
EOG091G00UD	Duplicated	Moroz2014:ED3a:Daphnia:6668:0557	1269.3	808
EOG091G00UD	Duplicated	Moroz2014:ED3a:Drosophila:2081351:0557	1221.6	808
EOG091G00UD	Duplicated	Moroz2014:ED3a:Homo:9605:0557	1326.8	808
EOG091G00UD	Duplicated	Moroz2014:ED3a:Nematostella:45350:0557	1253.5	808
EOG091G00UD	Duplicated	Moroz2014:ED3a:Trichoplax:10227:0557	1240.5	809
EOG091G00UD	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Antipathes_caribbeana:934276:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1135.5	822
EOG091G00UD	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Aplysia_californica:6500:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1182.0	843
EOG091G00UD	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Branchiostoma_floridae:7739:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1169.1	831
EOG091G00UD	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Capitella_teleta:283909:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1185.2	821
EOG091G00UD	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Crassostrea_gigas:29159:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1199.1	820
EOG091G00UD	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Daphnia_pulex:6669:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1170.1	835
EOG091G00UD	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Exaiptasia_pallida:1720309:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1148.9	839
EOG091G00UD	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Helobdella_robusta:6412:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1148.4	805
EOG091G00UD	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Homo_sapiens:9606:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1211.4	831
EOG091G00UD	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Nematostella_vectensis:45351:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1169.5	836
EOG091G00UD	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Orbicella_faveolata:48498:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1159.4	835
EOG091G00UD	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Porites_australiensis:51061:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1152.3	841
EOG091G00UD	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Strongylocentrotus_purpuratus:7668:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1129.2	745
EOG091G00UD	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Tribolium_castaneum:7070:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1200.0	797
EOG091G00UD	Duplicated	Simion2017:supermatrix_97sp_401632pos_1719genes:Trichoplax_adhaerens:10228:V2META10402-2-2-42-Calc_Hmm10-BMGE05	1157.0	833
EOG091G00UD	Duplicated	Whelan2017:Metazoa_Choano_RCFV_strict:Capitella_teleta:283909:Subset5_01	1184.2	829
EOG091G00UD	Duplicated	Whelan2017:Metazoa_Choano_RCFV_strict:Daphnia_pulex:6669:Subset5_01	1172.8	830
EOG091G00UD	Duplicated	Whelan2017:Metazoa_Choano_RCFV_strict:Homo_sapiens:9606:Subset5_01	1224.2	830
